pair_index,environment,batch_index,index_in_batch,network_record,target_original_q,target_counterfactual_q,target_delta_q_wrapped,target_delta_l2_rad,ordinary_pred_original_q,ordinary_pred_counterfactual_q,ordinary_pred_delta_q_wrapped,ordinary_pred_delta_l2_rad,ordinary_pred_required_ratio,ordinary_direction_cosine,ordinary_original_scene_error_l2_rad,ordinary_counterfactual_scene_error_l2_rad,ordinary_cf_prediction_to_original_target_l2_rad,ordinary_cf_prediction_closer_to_cf_target,cftrained_pred_original_q,cftrained_pred_counterfactual_q,cftrained_pred_delta_q_wrapped,cftrained_pred_delta_l2_rad,cftrained_pred_required_ratio,cftrained_direction_cosine,cftrained_original_scene_error_l2_rad,cftrained_counterfactual_scene_error_l2_rad,cftrained_cf_prediction_to_original_target_l2_rad,cftrained_cf_prediction_closer_to_cf_target
129,296,0,95,5,2.79357051849 2.00441837311 -1.02545809746 -1.49323856831 0.400548070669 0.486785590649 0.162249773741,2.78035449982 2.05488228798 -1.00789511204 -1.48872816563 0.362748920918 0.481600195169 0.193540632725,-0.0132160186768 0.0504639148712 0.0175629854202 0.00451040267944 -0.0377991497517 -0.0051853954792 0.031290858984,0.0740597998051313,2.81001448631 1.98993837833 -1.1037197113 -1.53517615795 0.345798939466 0.471104204655 0.0863420441747,2.80998969078 1.98994553089 -1.10372495651 -1.53513371944 0.345800966024 0.471106112003 0.086333937943,-2.47955322266e-05 7.15255737305e-06 -5.24520874023e-06 4.24385070801e-05 2.02655792236e-06 1.90734863281e-06 -8.10623168945e-06,5.0675166514877663e-05,0.0006842466040715193,0.11931651779748531,0.1317917774192676,0.16829288708769224,0.13178111753219282,0,2.70160317421 2.03752422333 -1.09051191807 -1.46667158604 0.407515853643 0.471906632185 0.0651016384363,2.7023627758 2.03739356995 -1.09154891968 -1.46691310406 0.407626479864 0.472158759832 0.0652346760035,0.000759601593018 -0.000130653381348 -0.0010370016098 -0.00024151802063 0.000110626220703 0.0002521276474 0.000133037567139,0.0013495457327391642,0.01822237889232938,-0.37280202678431423,0.15556184446696986,0.1800776922483833,0.15538088694677632,0
130,296,0,110,5,-0.10462962836 -1.83130311966 -0.553752183914 1.49089002609 -2.86804866791 -1.08277344704 1.45377457142,-0.0863977968693 -1.78279089928 -0.565009653568 1.49628531933 -2.86208248138 -1.03562879562 1.43589234352,0.018231831491 0.0485122203827 -0.0112574696541 0.00539529323578 0.00596618652344 0.047144651413 -0.0178822278976,0.07361835797647863,-0.171099454165 -1.84400761127 -0.482530087233 1.5121473074 -2.98246979713 -1.10921609402 1.54243636131,-0.171102195978 -1.84403383732 -0.482521981001 1.51215159893 -2.98244452477 -1.10918700695 1.5423874855,-2.74181365967e-06 -2.62260437012e-05 8.10623168945e-06 4.29153442383e-06 2.52723693848e-05 2.90870666504e-05 -4.88758087158e-05,6.821323880702248e-05,0.0009265791941300414,0.20027178670361293,0.17820331729191444,0.22185701442304787,0.17816511011016123,0,-0.167072042823 -1.80804789066 -0.414460003376 1.53013551235 -2.91138696671 -1.08506095409 1.40922546387,-0.17057441175 -1.80488407612 -0.415040969849 1.52962052822 -2.91382932663 -1.08190703392 1.40884208679,-0.003502368927 0.00316381454468 -0.000580966472626 -0.000514984130859 -0.00244235992432 0.00315392017365 -0.000383377075195,0.006240060393514837,0.08476228708481331,0.5101741226742277,0.1710276128736383,0.19164232550777008,0.17292507215561712,0
131,296,0,132,5,-0.323865622282 -1.70454418659 2.36975741386 -1.16776442528 2.84529018402 -1.11281561852 2.52602577209,-0.360750287771 -1.66286897659 2.38896656036 -1.12560284138 2.78906393051 -1.14638578892 2.5859811306,-0.0368846654892 0.0416752099991 0.0192091464996 0.0421615839005 -0.0562262535095 -0.0335701704025 0.0599553585052,0.11457261924657897,-0.426975876093 -1.75293982029 2.29260659218 -1.16617655754 2.80207300186 -1.0960406065 2.50609564781,-0.426988750696 -1.75294673443 2.29260778427 -1.1661618948 2.80208969116 -1.09602272511 2.50610256195,-1.28746032715e-05 -6.91413879395e-06 1.19209289551e-06 1.46627426147e-05 1.66893005371e-05 1.78813934326e-05 6.91413879395e-06,3.280335546693068e-05,0.00028631060093278055,-0.07883420094027437,0.14654340015349562,0.18032825995477192,0.14655046180749892,0,-0.492065727711 -1.71027815342 2.36640453339 -1.09491336346 2.93951225281 -1.05651307106 2.4227335453,-0.490218102932 -1.70939457417 2.36438345909 -1.09524273872 2.93996286392 -1.05688786507 2.42245125771,0.00184762477875 0.00088357925415 -0.00202107429504 -0.000329375267029 0.000450611114502 -0.000374794006348 -0.000282287597656,0.002968310328372349,0.02590767626586297,-0.33436934243818894,0.23740204731552497,0.2792400345584485,0.2362275564893183,0
132,296,0,201,5,-3.12038850784 1.65377235413 -1.27494156361 -0.687489390373 0.816014766693 1.13592934608 -3.04348278046,-3.131057024 1.72033464909 -1.26685905457 -0.673149883747 0.786146759987 1.10803675652 -3.02999329567,-0.0106685161591 0.06656229496 0.00808250904083 0.0143395066261 -0.0298680067062 -0.0278925895691 0.013489484787,0.08165393638612298,-3.19281792641 1.75328052044 -1.22666192055 -0.791045248508 0.898611485958 1.09520566463 -3.09026408195,-3.19281315804 1.75326192379 -1.2266561985 -0.7910400033 0.898611605167 1.09520065784 -3.09027075768,4.76837158203e-06 -1.85966491699e-05 5.72204589844e-06 5.24520874023e-06 1.19209289551e-07 -5.00679016113e-06 -6.67572021484e-06,2.2326534680624773e-05,0.0002734287612914048,-0.6150163041973576,0.1971592299603741,0.19198660028862163,0.19714940763809832,1,3.15666627884 1.66233003139 -1.41361546516 -0.569257795811 1.02975928783 1.2434732914 -3.03750300407,3.15658712387 1.6627010107 -1.41437578201 -0.568755805492 1.03013527393 1.24361097813 -3.03754067421,-7.91549682617e-05 0.000370979309082 -0.000760316848755 0.000501990318298 0.000375986099243 0.000137686729431 -3.7670135498e-05,0.0010656966586826187,0.013051381303201116,0.12655012818205338,0.301011887248136,0.33759228873160174,0.30188752962936016,0
133,296,1,3,5,0.120360046625 -1.26800584793 1.22894346714 -0.137663379312 -2.73541855812 -0.342831641436 -0.175613284111,0.0894487649202 -1.29533934593 1.14029502869 -0.124757133424 -2.69450807571 -0.331296592951 -0.150410413742,-0.0309112817049 -0.0273334980011 -0.0886484384537 0.0129062458873 0.0409104824066 0.0115350484848 0.025202870369,0.11031615412947002,0.0443691909313 -1.27634036541 1.29352068901 -0.151037856936 -2.79068803787 -0.345825612545 -0.159010708332,0.0443639457226 -1.27631866932 1.29354524612 -0.151010856032 -2.7906472683 -0.345810353756 -0.159012615681,-5.24520874023e-06 2.16960906982e-05 2.45571136475e-05 2.70009040833e-05 4.07695770264e-05 1.52587890625e-05 -1.90734863281e-06,6.106521310608941e-05,0.0005535473348211689,-0.06880747205879588,0.11632924543912831,0.18999133042709193,0.11632162602676378,0,-0.0300026964396 -1.2081028223 1.3437782526 -0.0553352236748 -2.76137280464 -0.330136686563 -0.235224708915,-0.0309442114085 -1.20683276653 1.34247529507 -0.0558695197105 -2.76306629181 -0.330238252878 -0.233515009284,-0.000941514968872 0.00127005577087 -0.00130295753479 -0.000534296035767 -0.00169348716736 -0.000101566314697 0.00170969963074,0.003206859837703335,0.029069721139296404,0.21379564079951618,0.2248345767505096,0.2820602234648367,0.22470077035715852,0
134,296,1,6,5,0.289237141609 -0.939271092415 -2.59041523933 1.60539281368 -0.569407641888 -0.536498725414 -1.30598664284,0.365747869015 -0.966547131538 -2.60675001144 1.57188379765 -0.58028370142 -0.539822101593 -1.32810044289,0.0765107274055 -0.0272760391235 -0.01633477211 -0.033509016037 -0.0108760595322 -0.00332337617874 -0.0221138000488,0.09276802416144866,0.242874115705 -0.941012203693 -2.57828211784 1.6321965456 -0.551314175129 -0.543810784817 -1.18664383888,0.242873638868 -0.941000521183 -2.57824611664 1.63217234612 -0.551292598248 -0.543758094311 -1.18667054176,-4.76837158203e-07 1.1682510376e-05 3.60012054443e-05 -2.41994857788e-05 2.15768814087e-05 5.26905059814e-05 -2.67028808594e-05,7.72871619731228e-05,0.0008331228639581267,0.006752518153077429,0.1328222832554795,0.20262349287259046,0.1327967674048322,0,0.265961676836 -0.901002407074 -2.58881807327 1.6487903595 -0.28089299798 -0.613801240921 -1.24261832237,0.26527801156 -0.901847183704 -2.59046220779 1.64822757244 -0.28060951829 -0.613895714283 -1.24215745926,-0.000683665275574 -0.000844776630402 -0.00164413452148 -0.000562787055969 0.000283479690552 -9.4473361969e-05 0.000460863113403,0.002121941120713303,0.022873626337242957,0.01772344566561102,0.31164733297689645,0.35078718986143315,0.3118945693272416,0
135,296,1,56,5,-3.12038850784 1.65377235413 -1.27494156361 -0.687489390373 0.816014766693 1.13592934608 -3.04348278046,-3.12313008308 1.68664157391 -1.30103337765 -0.70022881031 0.783038020134 1.12806081772 -3.00123953819,-0.00274157524109 0.03286921978 -0.0260918140411 -0.0127394199371 -0.0329767465591 -0.00786852836609 0.0422432422638,0.06974846588470493,-3.19281792641 1.75328052044 -1.22666192055 -0.791045248508 0.898611485958 1.09520566463 -3.09026408195,-3.19281315804 1.75326192379 -1.2266561985 -0.7910400033 0.898611605167 1.09520065784 -3.09027075768,4.76837158203e-06 -1.85966491699e-05 5.72204589844e-06 5.24520874023e-06 1.19209289551e-07 -5.00679016113e-06 -6.67572021484e-06,2.2326534680624773e-05,0.00032010072762791384,-0.6980219659602033,0.1971592299603741,0.21315778477481137,0.19714940763809832,0,3.15666627884 1.66233003139 -1.41361546516 -0.569257795811 1.02975928783 1.2434732914 -3.03750300407,3.15658712387 1.6627010107 -1.41437578201 -0.568755805492 1.03013527393 1.24361097813 -3.03754067421,-7.91549682617e-05 0.000370979309082 -0.000760316848755 0.000501990318298 0.000375986099243 0.000137686729431 -3.7670135498e-05,0.0010656966586826187,0.015279141199237678,0.14503146323448018,0.301011887248136,0.3262567927116227,0.30188752962936016,0
136,296,2,89,5,2.95271277428 1.42528867722 0.989266753197 0.370969980955 -2.57429265976 -0.279593169689 0.167589977384,2.93151855469 1.4111751318 0.990618050098 0.334662616253 -2.51825499535 -0.321644723415 0.161221161485,-0.0211942195892 -0.0141135454178 0.0013512969017 -0.0363073647022 0.0560376644135 -0.0420515537262 -0.0063688158989,0.08317182613631448,2.84627985954 1.42316997051 0.906353294849 0.36395907402 -2.66086435318 -0.263029515743 0.285896956921,2.84627318382 1.42315614223 0.906372368336 0.363932996988 -2.66086649895 -0.263012349606 0.285891234875,-6.67572021484e-06 -1.38282775879e-05 1.90734863281e-05 -2.60770320892e-05 -2.14576721191e-06 1.71661376953e-05 -5.72204589844e-06,4.014496723491864e-05,0.00048267507279596143,0.15081209796842115,0.20005449954673268,0.23384360450104233,0.20005017634738714,0,2.82289433479 1.45945608616 0.901960909367 0.426078379154 -2.64852929115 -0.272820264101 0.19839002192,2.82231688499 1.46136963367 0.899706184864 0.426545917988 -2.65004277229 -0.272968560457 0.197242990136,-0.000577449798584 0.00191354751587 -0.00225472450256 0.000467538833618 -0.00151348114014 -0.000148296356201 -0.00114703178406,0.0035952449698491034,0.04322671674848976,-0.3546912348950409,0.18757685735991153,0.2284446545508643,0.18993675183982262,0
137,296,2,104,5,2.77926397324 2.02887248993 -1.14221823215 -1.43742465973 0.375085860491 0.509650409222 -0.0122008603066,2.7078127861 2.04836678505 -1.1353867054 -1.45061278343 0.426756083965 0.513528764248 -0.00322764739394,-0.0714511871338 0.0194942951202 0.00683152675629 -0.013188123703 0.0516702234745 0.00387835502625 0.00897321291268,0.09203949278044289,2.8003513813 2.00809693336 -1.21898031235 -1.47520291805 0.321320623159 0.500991404057 -0.0762227103114,2.80030655861 2.00810480118 -1.21898508072 -1.47513699532 0.321325749159 0.500995695591 -0.0762317702174,-4.48226928711e-05 7.86781311035e-06 -4.76837158203e-06 6.59227371216e-05 5.12599945068e-06 4.29153442383e-06 -9.05990600586e-06,8.103268446383636e-05,0.0008804121145814776,0.35588295144667914,0.12353296192003578,0.18538739406738958,0.12350897802007729,0,2.68793177605 2.06231355667 -1.20904064178 -1.41445839405 0.385034412146 0.494902163744 -0.125317797065,2.68926167488 2.06217885017 -1.21091163158 -1.41475856304 0.38507899642 0.49538603425 -0.125137552619,0.00132989883423 -0.000134706497192 -0.0018709897995 -0.000300168991089 4.4584274292e-05 0.000483870506287 0.000180244445801,0.002376149719045705,0.025816632048526498,-0.46033111215201844,0.1660255546067075,0.15637333447778082,0.16583212606617503,1
138,296,2,196,5,-0.479199588299 -1.79489314556 1.58277130127 -1.34346961975 1.95533514023 -1.08007073402 1.46114897728,-0.502542555332 -1.77811956406 1.6031692028 -1.34001922607 1.93821811676 -1.02443194389 1.45612514019,-0.0233429670334 0.0167735815048 0.020397901535 0.00345039367676 -0.017117023468 0.0556387901306 -0.00502383708954,0.06832373781259153,-0.474007278681 -1.8468388319 1.6340739727 -1.37086820602 1.94371008873 -1.08235085011 1.44162940979,-0.474004536867 -1.84682714939 1.63406395912 -1.37083113194 1.94371163845 -1.08229196072 1.441593647,2.74181365967e-06 1.1682510376e-05 -1.00135803223e-05 3.70740890503e-05 1.54972076416e-06 5.88893890381e-05 -3.57627868652e-05,7.980035814896288e-05,0.0011679741288137826,0.6392385208592586,0.08142060734902513,0.10501492709450706,0.08140128374630369,0,-0.516988039017 -1.84283339977 1.68314468861 -1.34104859829 2.04950332642 -1.03447961807 1.40320539474,-0.518693447113 -1.8403980732 1.68378794193 -1.34196782112 2.05193758011 -1.03439879417 1.40358519554,-0.00170540809631 0.00243532657623 0.000643253326416 -0.000919222831726 0.00243425369263 8.08238983154e-05 0.000379800796509,0.0040217346943607814,0.05886291972772612,0.1875299881178894,0.16766206819804508,0.1625870301092347,0.16902256317313605,1
139,296,3,53,5,0.741798043251 -1.02970421314 2.51959228516 0.229464292526 1.1473389864 0.255376011133 0.478452265263,0.763284862041 -0.986512064934 2.57398438454 0.280060052872 1.10986959934 0.239242106676 0.497952163219,0.0214868187904 0.0431921482086 0.0543920993805 0.0505957603455 -0.0374693870544 -0.0161339044571 0.0194998979568,0.09944938586112329,0.679904699326 -1.0747538805 2.6068315506 0.210973933339 1.1396831274 0.25485855341 0.565887629986,0.679909825325 -1.0747474432 2.60684347153 0.210973113775 1.1396895647 0.254856646061 0.56589525938,5.12599945068e-06 6.43730163574e-06 1.19209289551e-05 -8.19563865662e-07 6.43730163574e-06 -1.90734863281e-06 7.62939453125e-06,1.771382078688683e-05,0.00017811895602476023,0.5298868630894716,0.14668559681439217,0.16229267379341178,0.14669286935396958,0,0.648563623428 -1.01517367363 2.57452178001 0.247227966785 1.10235583782 0.242687314749 0.552066326141,0.64775621891 -1.01465988159 2.5742650032 0.247301757336 1.10225021839 0.243002921343 0.551805734634,-0.000807404518127 0.000513792037964 -0.000256776809692 7.37905502319e-05 -0.000105619430542 0.000315606594086 -0.000260591506958,0.0010797845198483034,0.010857628838011883,-0.1080785088417079,0.1408549174768948,0.13485087128678,0.14122428865754244,1
140,296,3,174,5,0.737891018391 -1.43624448776 -1.79629302025 -1.35362887383 2.74163579941 -0.0841649100184 1.7478967905,0.752788543701 -1.42913532257 -1.79812788963 -1.37573885918 2.70220398903 -0.0459567829967 1.73615205288,0.0148975253105 0.00710916519165 -0.00183486938477 -0.0221099853516 -0.039431810379 0.0382081270218 -0.0117447376251,0.06258883438896203,0.684290885925 -1.46596896648 -1.72892570496 -1.42852079868 2.73324799538 -0.133550569415 1.73488330841,0.68427336216 -1.46595418453 -1.72890520096 -1.42848575115 2.73324894905 -0.133539840579 1.73487854004,-1.7523765564e-05 1.47819519043e-05 2.05039978027e-05 3.50475311279e-05 9.53674316406e-07 1.07288360596e-05 -4.76837158203e-06,4.8094559059614165e-05,0.000768420749949227,-0.17944728628979684,0.12877237180755466,0.1491984493600251,0.1287629111414784,0,0.695444583893 -1.41186988354 -1.65634763241 -1.33987283707 2.80646538734 -0.130136460066 1.68272137642,0.695304751396 -1.40983307362 -1.65664124489 -1.34046292305 2.80687856674 -0.128898173571 1.68226480484,-0.000139832496643 0.00203680992126 -0.000293612480164 -0.000590085983276 0.000413179397583 0.00123828649521 -0.000456571578979,0.002552466611766314,0.04078150099271475,0.39037618362660415,0.1809249975673365,0.21372810412821025,0.18097611625420623,0
141,297,3,162,6,-0.00491264648736 1.28912603855 -2.49159860611 -0.251761227846 -0.199380755424 1.67509436607 -0.993548929691,0.0178959220648 1.31279528141 -2.47966456413 -0.301278293133 -0.213513240218 1.69264876842 -0.989187479019,0.0228085685521 0.0236692428589 0.0119340419769 -0.0495170652866 -0.0141324847937 0.0175544023514 0.00436145067215,0.06482076356956462,-0.0812132656574 1.27235949039 -2.53125238419 -0.250657916069 -0.243930026889 1.64447653294 -0.929413616657,-0.0812058746815 1.27238023281 -2.53122925758 -0.250639170408 -0.243926092982 1.64447915554 -0.929422676563,7.39097595215e-06 2.07424163818e-05 2.31266021729e-05 1.87456607819e-05 3.93390655518e-06 2.62260437012e-06 -9.05990600586e-06,3.841288143832264e-05,0.0005926014956164245,-0.01677676735419961,0.12129290460466885,0.1532803492425033,0.12127110447955128,0,-0.0430387109518 1.2998739481 -2.48436307907 -0.228017866611 -0.126061111689 1.68545520306 -0.959992647171,-0.0414159148932 1.29909062386 -2.4881029129 -0.227703630924 -0.126285940409 1.68250596523 -0.957168579102,0.00162279605865 -0.000783324241638 -0.00373983383179 0.000314235687256 -0.000224828720093 -0.00294923782349 0.00282406806946,0.005835758496188937,0.09002915385169898,-0.2061870331825899,0.09377822563112168,0.13389113686745763,0.09350980215233323,0
142,298,0,32,9,-1.80241477489 -0.375687599182 1.33373272419 -0.222589418292 2.84367108345 -0.102358601987 -0.24644395709,-1.76276624203 -0.370537221432 1.32918083668 -0.235235363245 2.8192346096 -0.118657231331 -0.28101375699,0.0396485328674 0.0051503777504 -0.00455188751221 -0.012645944953 -0.0244364738464 -0.0162986293435 -0.0345697999001,0.0619437631311117,-1.8578568697 -0.406454414129 1.38666534424 -0.241373762488 2.76707863808 -0.131706163287 -0.180364906788,-1.85788071156 -0.40643915534 1.38667321205 -0.241380378604 2.76708817482 -0.131713792682 -0.180339634418,-2.38418579102e-05 1.52587890625e-05 7.86781311035e-06 -6.61611557007e-06 9.53674316406e-06 -7.62939453125e-06 2.52723693848e-05,4.116782828919531e-05,0.0006646000534720254,-0.7063314769202506,0.13516382490012424,0.1634131237768259,0.13518274435432712,0,-1.86598324776 -0.364747405052 1.39201843739 -0.152166962624 2.77293944359 -0.110783062875 -0.222079977393,-1.86195230484 -0.365638852119 1.39105188847 -0.151127278805 2.76708483696 -0.1157162413 -0.218569263816,0.00403094291687 -0.000891447067261 -0.000966548919678 0.00103968381882 -0.00585460662842 -0.00493317842484 0.00351071357727,0.009486628268064486,0.1531490466277429,0.4230275689152841,0.1348507513522694,0.16550416590780367,0.13732769920010238,0
143,298,0,82,8,-0.608768522739 -1.59855532646 2.8489575386 0.165314614773 1.00287270546 -1.07146024704 -1.17894184589,-0.629505991936 -1.64321208 2.80516266823 0.147958636284 1.00838780403 -1.09648311138 -1.21559476852,-0.0207374691963 -0.04465675354 -0.0437948703766 -0.0173559784889 0.00551509857178 -0.0250228643417 -0.0366529226303,0.0815075807239971,-0.67351603508 -1.65400516987 2.93052744865 0.165401384234 0.952160775661 -1.10990893841 -1.13660526276,-0.673426985741 -1.6540800333 2.93057203293 0.165460661054 0.952173769474 -1.10981881618 -1.13670635223,8.90493392944e-05 -7.48634338379e-05 4.4584274292e-05 5.92768192291e-05 1.2993812561e-05 9.01222229004e-05 -0.000101089477539,0.00019376726777590967,0.0023772913642480568,0.0023364717141184897,0.14058083513074,0.16625954607162202,0.14053560325512204,0,-0.591533184052 -1.57457208633 2.94952845573 0.174830496311 0.966282904148 -1.07196652889 -1.15432310104,-0.640087604523 -1.56881892681 2.95976352692 0.186294734478 0.977850019932 -1.07875406742 -1.16172027588,-0.0485544204712 0.00575315952301 0.0102350711823 0.0114642381668 0.0115671157837 -0.00678753852844 -0.00739717483521,0.05349208420890445,0.656283547294093,0.13934076983795954,0.11411602236212849,0.18752794435433265,0.1247364738040776,0
